X-axis,Y-axis
-135.5598009,-326.2572992
-135.6751581,-327.2578149
-135.8006784,-328.2532023
-135.9390829,-329.2618263
-136.0881655,-330.2645798
-136.2479907,-331.261187
-136.4186232,-332.2513718
-136.6001273,-333.2348582
-136.796235,-334.2293864
-137.0037558,-335.216388
-137.2227579,-336.1955714
-137.4576087,-337.1842241
-137.7045048,-338.1641616
-137.9635182,-339.1350762
-138.2396748,-340.1137445
-138.5285356,-341.0824214
-138.8301767,-342.0407822
-139.1503064,-343.0050322
-139.4838271,-343.9579229
-139.8308188,-344.8991124
-140.1976969,-345.844171
-140.5786814,-346.7764077
-140.9738563,-347.6954625
-141.3903692,-348.6162043
-141.8217333,-349.5225629
-142.2756024,-350.4288923
-142.7450062,-351.3195659
-143.234361,-352.2046059
-143.7260986,-353.0824082
-144.2182192,-353.9579652
-144.7106736,-354.8313481
-145.2034128,-355.702628
-145.705038,-356.5871083
-146.2068555,-357.4695599
-146.7088134,-358.3500576
-147.2108601,-359.2286763
-147.7129438,-360.1054911
-148.2150127,-360.9805768
-148.7170152,-361.8540085
-149.2188994,-362.7258609
-149.7206137,-363.5962092
-150.2221063,-364.4651282
-150.7233254,-365.3326928
-151.2242194,-366.1989781
-151.7333625,-367.078964
-152.2420611,-367.9577824
-152.7502607,-368.8355122
-153.2579069,-369.7122324
-153.7649453,-370.5880217
-154.2713213,-371.4629592
-154.7769806,-372.3371236
-155.2818686,-373.2105939
-155.7859308,-374.0834489
-156.2891129,-374.9557675
-156.7913604,-375.8276287
-157.2926188,-376.6991112
-157.7928336,-377.570294
-158.2919504,-378.441256
-158.7899147,-379.3120761
-159.2866721,-380.1828331
-159.782168,-381.0536059
-160.2763481,-381.9244734
-160.7691579,-382.7955145
-161.2605429,-383.666808
-161.758739,-384.5532096
-162.2553481,-385.4400368
-162.7503127,-386.3273726
-163.2435758,-387.2153
-163.7350798,-388.103902
-164.2247677,-388.9932615
-164.7125821,-389.8834614
-165.1984657,-390.7745848
-165.6823613,-391.6667146
-166.1642116,-392.5599338
-166.6439592,-393.4543253
-167.121547,-394.3499721
-167.5969177,-395.2469572
-168.0700139,-396.1453635
-168.5407783,-397.045274
-169.0091538,-397.9467717
-169.4750831,-398.8499394
-169.9385088,-399.7548603
-170.3917138,-400.6464891
-170.8423883,-401.5399722
-171.2904776,-402.4353884
-171.7359274,-403.3328166
-172.1786832,-404.2323357
-172.6186905,-405.1340246
-173.0558948,-406.0379622
-173.4902418,-406.9442273
-173.9216768,-407.8528989
-174.3501456,-408.7640558
-174.7755935,-409.6777769
-175.1979663,-410.5941412
-175.6172093,-411.5132274
-176.0332681,-412.4351144
-176.4460883,-413.3598813
-176.8556154,-414.2876067
-177.2617949,-415.2183697
-177.6645725,-416.1522491
-178.0571544,-417.0734141
-178.4463444,-417.997742
-178.8320905,-418.9253076
-179.2143412,-419.856186
-179.5930446,-420.790452
-179.9681489,-421.7281806
-180.3396026,-422.6694468
-180.7073538,-423.6143254
-181.0713507,-424.5628915
-181.425364,-425.4987682
-181.7756524,-426.4383498
-182.1221668,-427.3817075
-182.4651113,-428.3312318
-182.7995237,-429.2945411
-183.1218311,-430.2632134
-183.4314249,-431.2293238
-183.7277544,-432.1855192
-184.0184276,-433.152326
-184.3031701,-434.126218
-184.5817262,-435.1038405
-184.8538585,-436.0820041
-185.1193463,-437.0576787
-185.3779851,-438.0279876
-185.6379939,-439.022665
-185.890869,-440.0081257
-186.1364404,-440.9818161
-186.3830736,-441.9759352
-186.6221682,-442.9548876
-186.8621718,-443.9523545
-187.0944273,-444.9314888
-187.3274552,-445.9273638
-187.5525493,-446.9019589
-187.7782947,-447.8916531
-188.0046597,-448.896238
-188.222873,-449.8760338
-188.4416013,-450.8692193
-188.6608163,-451.8756092
-188.8716944,-452.8539945
-189.0829699,-453.8442146
-189.2946179,-454.8461056
-189.5066131,-455.8595039
-189.710078,-456.8413236
-189.9138169,-457.833417
-190.1178076,-458.8356398
-190.3220283,-459.8478478
-190.5264568,-460.869897
-190.7221712,-461.8565849
-190.9180363,-462.8520186
-191.1140328,-463.856072
-191.3101414,-464.8686189
-191.5063428,-465.8895332
-191.7026177,-466.9186886
-191.8900219,-467.9086361
-192.0774587,-468.9058678
-192.2649114,-469.9102742
-192.4523631,-470.9217453
-192.6397972,-471.9401715
-192.8271967,-472.965443
-193.014545,-473.9974501
-193.1929089,-474.9864757
-193.3711967,-475.9814164
-193.5493937,-476.9821773
-193.7274855,-477.9886636
-193.9054576,-479.0007806
-194.0832955,-480.0184335
-194.2609847,-481.0415274
-194.4385108,-482.0699676
-194.6158591,-483.1036592
-194.7841623,-484.0904441
-194.9522796,-485.0818015
-195.1201987,-486.0776504
-195.287907,-487.0779092
-195.4553922,-488.0824969
-195.6226418,-489.091332
-195.7896434,-490.1043334
-195.9563846,-491.1214198
-196.122853,-492.1425098
-196.289036,-493.1675222
-196.4549214,-494.1963757
-196.6204967,-495.2289891
-196.7857493,-496.265281
-196.950667,-497.3051702
-197.1065846,-498.2935731
-197.2621798,-499.2850624
-197.417442,-500.2795692
-197.5723607,-501.2770244
-197.7269254,-502.2773587
-197.8811254,-503.2805032
-198.0349503,-504.2863886
-198.1883893,-505.294946
-198.341432,-506.3061061
-198.4940679,-507.3197999
-198.6462862,-508.3359583
-198.7980765,-509.3545121
-198.9494282,-510.3753924
-199.1003308,-511.3985298
-199.2507736,-512.4238554
-199.4007461,-513.4513001
-199.5502377,-514.4807946
-199.6992379,-515.51227
-199.8477361,-516.5456571
-199.9957218,-517.5808869
-200.1431843,-518.6178901
-200.2901131,-519.6565977
-200.4364976,-520.6969406
-200.5823273,-521.7388497
-200.7275916,-522.7822558
-200.87228,-523.8270899
-201.0163818,-524.8732829
-201.1598865,-525.9207656
-201.3027835,-526.9694689
-201.4371743,-527.9609695
-201.5710048,-528.953439
-201.7042661,-529.9468193
-201.8369491,-530.941052
-201.9690452,-531.9360789
-202.1005453,-532.931842
-202.2314405,-533.9282828
-202.3617219,-534.9253433
-202.4913808,-535.9229652
-202.620408,-536.9210903
-202.7487948,-537.9196603
-202.8765322,-538.9186171
-203.0036114,-539.9179024
-203.1300234,-540.917458
-203.2557593,-541.9172257
-203.3808103,-542.9171474
-203.5051673,-543.9171646
-203.6288217,-544.9172193
-203.7517643,-545.9172533
-203.8739864,-546.9172082
-203.995479,-547.917026
-204.1162332,-548.9166483
-204.2362402,-549.916017
-204.3554909,-550.9150738
-204.4739766,-551.9137605
-204.5916883,-552.912019
-204.7086172,-553.9097909
-204.8247542,-554.9070181
-204.9400906,-555.9036423
-205.0546173,-556.8996054
-205.1683256,-557.8948491
-205.2812065,-558.8893153
-205.3998157,-559.9413671
-205.5174768,-560.9924128
-205.6341792,-562.0423833
-205.7499123,-563.0912094
-205.8646656,-564.138822
-205.9784284,-565.1851521
-206.0911903,-566.2301304
-206.2029407,-567.273688
-206.3136689,-568.3157557
-206.4233645,-569.3562644
-206.5320169,-570.3951449
-206.6396154,-571.4323283
-206.7461496,-572.4677453
-206.8516088,-573.5013269
-206.9559826,-574.5330039
-207.0592602,-575.5627073
-207.1614313,-576.5903679
-207.2624851,-577.6159167
-207.3624112,-578.6392845
-207.4611989,-579.6604022
-207.5588377,-580.6792007
-207.6553171,-581.695611
-207.7506264,-582.7095638
-207.8447551,-583.7209901
-207.9376927,-584.7298209
-208.0294285,-585.7359869
-208.119952,-586.739419
-208.2092527,-587.7400483
-208.2973199,-588.7378055
-208.38893,-589.7878014
-208.4791416,-590.8344391
-208.5679422,-591.8776372
-208.6553195,-592.9173144
-208.7412611,-593.9533896
-208.8257544,-594.9857813
-208.9087872,-596.0144083
-208.9903468,-597.0391893
-209.070421,-598.0600432
-209.1489973,-599.0768885
-209.2260633,-600.089644
-209.3016065,-601.0982284
-209.3756145,-602.1025605
-209.4480749,-603.102559
-209.5226635,-604.1504179
-209.5955089,-605.1932901
-209.6665968,-606.2310809
-209.7359126,-607.2636954
-209.8034419,-608.2910389
-209.8691701,-609.3130166
-209.9330827,-610.3295336
-209.9951654,-611.3404951
-210.0554035,-612.3458065
-210.1137826,-613.3453728
-210.173064,-614.3886306
-210.230263,-615.4253402
-210.285363,-616.455392
-210.338347,-617.4786762
-210.3891984,-618.4950829
-210.4379003,-619.5045026
-210.484436,-620.5068254
-210.530846,-621.5491465
-210.5748408,-622.5834321
-210.6164012,-623.6095561
-210.6555078,-624.6273923
-210.6921414,-625.6368146
-210.7262827,-626.6376966
-210.7592901,-627.6748052
-210.7895303,-628.7022974
-210.8169812,-629.7200293
-210.8416209,-630.7278565
-210.8643108,-631.7687865
-210.8838906,-632.7986111
-210.9003352,-633.8171664
-210.9136197,-634.8242888
-210.9240703,-635.8610405
-210.9310363,-636.8850237
-210.9344895,-637.8960532
-210.934324,-638.9335837
-210.9302967,-639.9566949
-210.9223755,-640.9651787
-210.9099942,-641.9967449
-210.8933439,-643.0120789
-210.8715297,-644.0476234
-210.8450462,-645.0652002
-210.812652,-646.0998998
-210.7751623,-647.1147573
-210.7309706,-648.143422
-210.6812296,-649.1502234
-210.6239488,-650.1672763
-210.5584931,-651.1919178
-210.486551,-652.1905553
-210.4055042,-653.1927535
-210.3146519,-654.1955151
-210.2132613,-655.1956844
-210.1005676,-656.1899414
-209.9722722,-657.2008865
-209.8305229,-658.1965988
-209.6703801,-659.196913
-209.4900411,-660.1939827
-209.2944187,-661.179156
-209.0923043,-662.1754263
-208.8866277,-663.1697879
-208.6772423,-664.1620477
-208.4640019,-665.1520127
-208.2467602,-666.1394901
-208.0253708,-667.1242869
-207.7996874,-668.1062102
-207.5695638,-669.085067
-207.3348535,-670.0606644
-207.0954102,-671.0328094
-206.8469038,-672.0176918
-206.5931974,-672.9986014
-206.3341371,-673.9753353
-206.0695691,-674.9476905
-205.7993395,-675.9154641
-205.5232943,-676.8784532
-205.2365281,-677.8523782
-204.9434301,-678.8209349
-204.6438387,-679.7839101
-204.337592,-680.7410905
-204.0245285,-681.6922629
-203.6991808,-682.6526521
-203.3664539,-683.6063905
-203.0261782,-684.5532543
-202.6781838,-685.4930196
-202.3164953,-686.4404405
-201.9464837,-687.380066
-201.5679708,-688.3116612
-201.1807785,-689.234991
-200.7783697,-690.1642721
-200.3666331,-691.0845347
-199.945382,-691.9955326
-199.5076181,-692.9110285
-199.0596516,-693.816456
-198.601287,-694.7115569
-198.1323286,-695.5960734
-197.6451148,-696.4831025
-197.1465721,-697.358683
-196.6364958,-698.2225446
-196.1066834,-699.0872308
-195.5645598,-699.9392796
-195.0099108,-700.7784084
-194.4425222,-701.6043346
-193.8534184,-702.428798
-193.2507472,-703.2390754
-192.6342843,-704.0348713
-192.0038058,-704.8158904
-191.3590877,-705.5818373
-190.6901031,-706.3433384
-190.0059923,-707.0887079
-189.3065212,-707.8176372
-188.5914558,-708.5298178
-187.860562,-709.224941
-187.1136059,-709.9026982
-186.3503533,-710.5627808
-185.5705702,-711.2048802
-184.7740226,-711.8286878
-183.9604763,-712.4338949
-183.141862,-713.0118324
-182.3062868,-713.5711096
-181.4535268,-714.1114311
-180.5833581,-714.6325014
-179.7087413,-715.126793
-178.8167921,-715.6018262
-177.921001,-716.0506651
-177.0079783,-716.4802719
-176.0917483,-716.8843098
-175.1584106,-717.269174
-174.2225269,-717.6291331
-173.2696814,-717.9700076
-172.3149765,-718.286677
-171.3434765,-718.5843801
-170.370827,-718.8586124
-169.3976576,-719.1100552
-168.4082495,-719.3430665
-167.4190629,-719.5540704
-166.4307409,-719.7437709
-165.4391442,-719.9103415
-164.4410047,-720.0395331
-163.4361273,-720.1312885
-162.4365135,-720.1869369
-161.4336063,-720.2092328
-160.428848,-720.1997773
-159.4236125,-720.1601244
-158.4192075,-720.091782
-157.4168758,-719.9962133
-156.4177971,-719.8748367
-155.4230894,-719.729028
-154.4338108,-719.5601203
-153.4509611,-719.3694053
-152.4642521,-719.1555762
-151.4857428,-718.9219014
-150.5162942,-718.669577
-149.545419,-718.3964673
-148.58516,-718.106525
-147.6249534,-717.7971034
-146.6767983,-717.4725868
-145.7300901,-717.1298435
-144.7855226,-716.7692695
-143.8549813,-716.395862
-142.9278766,-716.0058146
-142.0048777,-715.5995094
-141.0866539,-715.1773285
-140.1848367,-714.7450179
-139.2889789,-714.2979532
-138.3997257,-713.8365029
-137.5177225,-713.3610354
-136.6436146,-712.8719192
-135.7780474,-712.3695228
-134.911282,-711.8478521
-134.0545973,-711.3133348
-133.2086626,-710.766353
-132.3741471,-710.2072889
-131.5517201,-709.6365244
-130.7323763,-709.0473613
-129.9267932,-708.4470016
-129.1263363,-707.8285024
-128.3413988,-707.1993544
-127.5637555,-706.5523866
-126.8034794,-705.8953631
-126.0527944,-705.2209023
-125.3214154,-704.5370257
-124.6020569,-703.836159
-123.8962306,-703.1184524
-123.2055113,-702.3840842
-122.5315389,-701.6332613
-121.8760195,-700.8662208
-121.2407272,-700.0832303
-120.6275059,-699.2845891
-120.0382706,-698.4706292
-119.4750094,-697.6417159
-118.9344482,-696.7895247
-118.4248097,-695.9231101
-117.9483566,-695.042962
-117.4995164,-694.1449218
-117.0717001,-693.226669
-116.6656859,-692.2906725
-116.2894528,-691.3586194
-115.9334289,-690.4101934
-115.5973003,-689.4456868
-115.2877324,-688.4878443
-114.9965733,-687.5151955
-114.7296764,-686.5511338
-114.4797897,-685.5734607
-114.2466403,-684.5824303
-114.0349252,-683.602355
-113.838646,-682.6100294
-113.6575487,-681.60569
-113.4952568,-680.6144946
-113.346938,-679.6123087
-113.2123564,-678.5993518
-113.0941407,-677.601558
-112.9885415,-676.5939371
-112.8953401,-675.5766925
-112.8162453,-674.5764686
-112.7485111,-673.5674895
-112.6919356,-672.5499436
-112.6463165,-671.524019
-112.6122331,-670.5172208
-112.5881589,-669.5028312
-112.5739074,-668.481024
-112.5692915,-667.4798788
-112.5736259,-666.472036
-112.5867388,-665.4576557
-112.6084584,-664.4368977
-112.6386127,-663.4099222
-112.6758526,-662.4056649
-112.7207449,-661.3958289
-112.7731316,-660.3805614
-112.8328547,-659.3600093
-112.8997563,-658.3343197
-112.9714704,-657.3331556
-113.0496648,-656.327417
-113.1341949,-655.3172387
-113.2249157,-654.3027554
-113.3216826,-653.284102
-113.4243507,-652.2614132
-113.5295055,-651.2650721
-113.6399507,-650.2651799
-113.755554,-649.2618597
-113.8761831,-648.2552348
-114.0017054,-647.2454284
-114.1319887,-646.2325639
-114.2669007,-645.2167644
-114.4063088,-644.1981533
-114.5456611,-643.2078406
-114.6889962,-642.2151122
-114.8361932,-641.2200807
-114.9871314,-640.2228584
-115.1416903,-639.2235577
-115.2997489,-638.222291
-115.4611868,-637.2191706
-115.6258831,-636.2143089
-115.7937171,-635.2078184
-115.9645682,-634.1998115
-116.1383156,-633.1904004
-116.3148387,-632.1796976
-116.4940168,-631.1678155
-116.6757291,-630.1548665
-116.8598549,-629.1409629
-117.0462735,-628.1262172
-117.2289392,-627.1424852
-117.4135336,-626.1581705
-117.5999471,-625.1733752
-117.7880699,-624.1882017
-117.9777922,-623.2027519
-118.1690043,-622.2171281
-118.3615965,-621.2314326
-118.5554591,-620.2457673
-118.7504823,-619.2602346
-118.9465564,-618.2749366
-119.1435716,-617.2899754
-119.3414183,-616.3054533
-119.5399866,-615.3214725
-119.7391668,-614.338135
-119.9388493,-613.3555431
-120.1389242,-612.373799
-120.3392819,-611.3930048
-120.5398125,-610.4132627
-120.746877,-609.4031279
-120.9538882,-608.3943354
-121.1607254,-607.3869976
-121.3672679,-606.381227
-121.5733951,-605.3771358
-121.7789861,-604.3748366
-121.9839203,-603.3744416
-122.188077,-602.3760632
-122.3913355,-601.3798139
-122.5935751,-600.385806
-122.7946751,-599.3941519
-122.9945147,-598.404964
-123.1929734,-597.4183547
-123.3899304,-596.4344364
-123.5852649,-595.4533214
-123.7848766,-594.4446016
-123.9825023,-593.4391059
-124.1780094,-592.4369575
-124.3712656,-591.4382797
-124.5621385,-590.4431957
-124.7504959,-589.4518289
-124.9362052,-588.4643024
-125.1191341,-587.4807394
-125.3045584,-586.4716474
-125.486746,-585.4670284
-125.6655521,-584.4670174
-125.8408319,-583.4717491
-126.0124406,-582.4813582
-126.1851092,-581.4670752
-126.3535764,-580.4582508
-126.5176841,-579.4550319
-126.6772743,-578.4575657
-126.8321893,-577.4659992
-126.9864864,-576.452412
-127.1354982,-575.445382
-127.279053,-574.4450693
-127.4169788,-573.4516338
-127.5526894,-572.4379377
-127.6820858,-571.4318489
-127.8049815,-570.4335413
-127.9242361,-569.4165343
-128.0362349,-568.4081061
-128.1407758,-567.4084449
-128.2401009,-566.3917905
-128.3311389,-565.3847722
-128.4136714,-564.3875936
-128.4892557,-563.3752809
-128.5554272,-562.3737524
-128.6132374,-561.3586074
