-103.08163452148438,-14.20763874053955
-103.06850122391293,-15.379282251245982
-103.0553684501908,-16.55092519998184
-103.04223434336386,-17.722570855000313
-103.02910192582172,-18.894211226073203
-103.01596655883368,-20.065827607823003
-103.00282949466894,-21.237661022677706
-102.98844859912178,-22.36171744330649
-102.9538252378306,-23.397024851328382
-102.89276867785169,-24.432978915674372
-102.8053167765754,-25.46711534139501
-102.69152959052077,-26.498682356900737
-102.55147034791702,-27.527014597851732
-102.38525217703362,-28.551443083994737
-102.19296149901861,-29.571298781548936
-101.97473325125655,-30.585922258575767
-101.73070957586071,-31.594648067618255
-101.4610442120578,-32.59682545400938
-101.16591793134828,-33.59180439105795
-100.84552022863552,-34.578939854165085
-100.50006092694102,-35.55757882211163
-100.1297639744443,-36.52709331573317
-99.73486788517532,-37.486854667949544
-99.3156261278505,-38.43623469356156
-98.87232272412905,-39.37461871467724
-98.40523861101023,-40.30139544879382
-97.91467573044869,-41.215959871394325
-97.40095633960055,-42.11772376598263
-96.86441736727635,-43.00609511435548
-96.30540314088358,-43.880496691745094
-95.72426717616413,-44.74036091204286
-95.1214062949233,-45.58513655444783
-94.49720503440405,-46.4142615355552
-93.85197041047182,-47.227318061974316
-93.19735293384133,-48.00938354303336
-92.53479135319485,-48.75059304814383
-91.84723417323978,-49.469504240016136
-91.13584632849366,-50.16484445248798
-90.40143876688902,-50.8358234076514
-89.64485038504907,-51.48167929946797
-88.8669270940352,-52.101677581319215
-88.06855205031718,-52.69511985399824
-87.25064488187896,-53.26132733446485
-86.41412385635752,-53.799659280723866
-85.55994477240394,-54.30950180308759
-84.68907320844865,-54.790279415993474
-83.80249686918552,-55.241443437853924
-82.90123106997144,-55.66248807721497
-81.98628717163402,-56.05293009764337
-81.05871055246818,-56.412324875725716
-80.11954849897853,-56.74026597549706
-79.16987450369399,-57.03638402517926
-78.21076600216955,-57.30033831738974
-77.24330029685743,-57.53183476020459
-76.26859853585019,-57.730603943970195
-75.28775128374386,-57.89642456043217
-74.30186594904745,-58.029106426872694
-73.31207862088785,-58.12849671190776
-72.31950709974487,-58.19448831487183
-71.32447123598159,-58.22701269532167
-70.29425837681472,-58.226589224736564
-69.1210239902661,-58.21422805206738
-67.80139827083795,-58.20048214197139
-66.88490208835118,-58.190939897656094
-65.66498972824888,-58.17823029408009
-64.4930894856203,-58.16602532605795
-63.321516842433866,-58.15382380629988
-62.149868445487314,-58.14162144571924
-60.97821385809763,-58.12941932903478
-59.80655935183766,-58.11721256554942
-58.6349085552123,-58.10501041010449
-57.46325389905723,-58.092808003155675
-56.2915992847328,-58.0806056211809
-55.11994461033267,-58.068402995265615
-53.94829244999315,-58.056197073716945
-52.77663956829424,-58.04399456071491
-51.60498469483873,-58.03179214787958
-50.43332963663704,-58.019589647083215
-49.261676021255234,-58.00738419477628
-48.09002464597406,-57.99518109466591
-46.91837009442888,-57.98297870266295
-45.74671511994232,-57.97077629177606
-44.575061232964465,-57.958574017029484
-43.40340776473288,-57.946367287350355
-42.231755504415894,-57.934165252524
-41.06010178841059,-57.92196285486893
-39.88844849024249,-57.909760474796
-38.71679512720434,-57.8975582736365
-37.54514110823403,-57.88535191059995
-36.37348916879954,-57.873149416284704
-35.201835530915574,-57.86094700310967
-34.030181593854174,-57.8487445397823
-32.858527833502,-57.836539862892934
-31.686879503704958,-57.82433603713769
-30.514689953954964,-57.81212799864436
-29.330457449205923,-57.79979455983557
-27.849287209121705,-57.78436719173321
-27.163754436142177,-57.77722754408242
-26.00773764210353,-57.765187940075634
-24.836942672729492,-57.75299072265625
